config_id,unit_id,1mmodal_at10,Hnorm_at10,1mmodal_at5,Hnorm_at5,1mmodal_at3,Hnorm_at3
anthropic__claude-haiku-4.5__off,GB-071,0.7,0.5933152489026101,0.4,0.5904362833084089,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__off,GB-074,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,GB-077,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,GB-090,0.09999999999999998,0.14118174150460763,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,GB-104,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,GB-105,0.5,0.4096910013008056,0.6,0.6554587535412855,0.6666666666666667,1.0
anthropic__claude-haiku-4.5__off,GB-107,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,NZ-001,0.30000000000000004,0.2652949955741215,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__off,NZ-006,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,NZ-007,0.4,0.29228525323862886,0.4,0.4181656600790516,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__off,NZ-008,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,NZ-009,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,NZ-014,0.19999999999999996,0.2173220112736489,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__off,NZ-022,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,NZ-023,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,NZ-034,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,NZ-044,0.30000000000000004,0.2652949955741215,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,NZ-059,0.30000000000000004,0.2652949955741215,0.4,0.4181656600790516,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__off,NZ-063,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,NZ-064,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__off,NZ-070,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,GB-009,0.4,0.3899728733539151,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__on,GB-010,0.5,0.5301029995663982,0.6,0.8277293767706428,0.6666666666666667,1.0
anthropic__claude-haiku-4.5__on,GB-016,0.7,0.7364516253185088,0.6,0.8277293767706428,0.6666666666666667,1.0
anthropic__claude-haiku-4.5__on,GB-033,0.6,0.5183520069376301,0.6,0.8277293767706428,0.6666666666666667,1.0
anthropic__claude-haiku-4.5__on,GB-034,0.4,0.3899728733539151,0.6,0.6554587535412855,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__on,GB-037,0.30000000000000004,0.2652949955741215,0.4,0.4181656600790516,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__on,GB-038,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,GB-039,0.4,0.3899728733539151,0.4,0.4181656600790516,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__on,GB-050,0.30000000000000004,0.348225372857224,0.4,0.5904362833084089,0.0,-0.0
anthropic__claude-haiku-4.5__on,GB-053,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,GB-056,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,GB-061,0.09999999999999998,0.14118174150460763,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__on,GB-066,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,GB-071,0.19999999999999996,0.27752801040644515,0.4,0.5904362833084089,0.0,-0.0
anthropic__claude-haiku-4.5__on,GB-074,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,GB-077,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,GB-090,0.4,0.29228525323862886,0.19999999999999996,0.31091750708257115,0.0,-0.0
anthropic__claude-haiku-4.5__on,GB-104,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,GB-105,0.09999999999999998,0.14118174150460763,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,GB-107,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,NZ-001,0.30000000000000004,0.348225372857224,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__on,NZ-006,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,NZ-007,0.30000000000000004,0.2652949955741215,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__on,NZ-008,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,NZ-009,0.4,0.29228525323862886,0.4,0.4181656600790516,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__on,NZ-014,0.09999999999999998,0.14118174150460763,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__on,NZ-022,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,NZ-023,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,NZ-034,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,NZ-044,0.5,0.3010299956639812,0.4,0.4181656600790516,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__on,NZ-059,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,NZ-063,0.4,0.3899728733539151,0.4,0.4181656600790516,0.33333333333333337,0.579380164285695
anthropic__claude-haiku-4.5__on,NZ-064,0.0,-0.0,0.0,-0.0,0.0,-0.0
anthropic__claude-haiku-4.5__on,NZ-070,0.30000000000000004,0.2652949955741215,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__off,GB-009,0.6,0.5183520069376301,0.6,0.8277293767706428,0.6666666666666667,1.0
deepseek__deepseek-v4-flash__off,GB-010,0.30000000000000004,0.348225372857224,0.4,0.5904362833084089,0.0,-0.0
deepseek__deepseek-v4-flash__off,GB-016,0.09999999999999998,0.14118174150460763,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__off,GB-033,0.6,0.7591760034688151,0.4,0.5904362833084089,0.6666666666666667,1.0
deepseek__deepseek-v4-flash__off,GB-034,0.30000000000000004,0.348225372857224,0.4,0.5904362833084089,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__off,GB-037,0.30000000000000004,0.4084313719900203,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,GB-038,0.30000000000000004,0.348225372857224,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,GB-039,0.5,0.4096910013008056,0.4,0.4181656600790516,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__off,GB-050,0.4,0.29228525323862886,0.4,0.4181656600790516,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__off,GB-053,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,GB-056,0.4,0.29228525323862886,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__off,GB-061,0.4,0.3899728733539151,0.19999999999999996,0.31091750708257115,0.0,-0.0
deepseek__deepseek-v4-flash__off,GB-066,0.09999999999999998,0.14118174150460763,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,GB-071,0.30000000000000004,0.348225372857224,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__off,GB-074,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,GB-077,0.30000000000000004,0.348225372857224,0.19999999999999996,0.31091750708257115,0.0,-0.0
deepseek__deepseek-v4-flash__off,GB-090,0.30000000000000004,0.348225372857224,0.19999999999999996,0.31091750708257115,0.0,-0.0
deepseek__deepseek-v4-flash__off,GB-104,0.09999999999999998,0.14118174150460763,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__off,GB-105,0.7,0.6762456261857126,0.6,0.8277293767706428,0.6666666666666667,1.0
deepseek__deepseek-v4-flash__off,GB-107,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,NZ-001,0.6,0.5183520069376301,0.6,0.6554587535412855,0.6666666666666667,1.0
deepseek__deepseek-v4-flash__off,NZ-006,0.09999999999999998,0.14118174150460763,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,NZ-007,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,NZ-008,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,NZ-009,0.30000000000000004,0.348225372857224,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,NZ-014,0.6,0.55583362792012,0.6,0.6554587535412855,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__off,NZ-022,0.09999999999999998,0.14118174150460763,0.19999999999999996,0.31091750708257115,0.0,-0.0
deepseek__deepseek-v4-flash__off,NZ-023,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,NZ-034,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,NZ-044,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,NZ-059,0.30000000000000004,0.4084313719900203,0.4,0.5904362833084089,0.0,-0.0
deepseek__deepseek-v4-flash__off,NZ-063,0.4,0.3899728733539151,0.4,0.5904362833084089,0.0,-0.0
deepseek__deepseek-v4-flash__off,NZ-064,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__off,NZ-070,0.4,0.3899728733539151,0.19999999999999996,0.31091750708257115,0.0,-0.0
deepseek__deepseek-v4-flash__on,GB-009,0.19999999999999996,0.2173220112736489,0.4,0.4181656600790516,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__on,GB-010,0.19999999999999996,0.2173220112736489,0.4,0.4181656600790516,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__on,GB-016,0.4,0.4729032506370176,0.6,0.8277293767706428,0.6666666666666667,1.0
deepseek__deepseek-v4-flash__on,GB-033,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,GB-034,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,GB-037,0.30000000000000004,0.348225372857224,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,GB-038,0.5,0.4471726222832957,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__on,GB-039,0.30000000000000004,0.4084313719900203,0.4,0.5904362833084089,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__on,GB-050,0.30000000000000004,0.348225372857224,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__on,GB-053,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,GB-056,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,GB-061,0.09999999999999998,0.14118174150460763,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,GB-066,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,GB-071,0.5,0.5301029995663982,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__on,GB-074,0.09999999999999998,0.14118174150460763,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__on,GB-077,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,GB-090,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,GB-104,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,GB-105,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,GB-107,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,NZ-001,0.4,0.4729032506370176,0.19999999999999996,0.31091750708257115,0.0,-0.0
deepseek__deepseek-v4-flash__on,NZ-006,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,NZ-007,0.30000000000000004,0.2652949955741215,0.4,0.4181656600790516,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__on,NZ-008,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,NZ-009,0.09999999999999998,0.14118174150460763,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__on,NZ-014,0.5,0.3010299956639812,0.4,0.4181656600790516,0.33333333333333337,0.579380164285695
deepseek__deepseek-v4-flash__on,NZ-022,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,NZ-023,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,NZ-034,0.0,-0.0,0.0,-0.0,0.0,-0.0
deepseek__deepseek-v4-flash__on,NZ-044,0.6,0.55583362792012,0.6,0.6554587535412855,0.6666666666666667,1.0
deepseek__deepseek-v4-flash__on,NZ-059,0.19999999999999996,0.27752801040644515,0.19999999999999996,0.31091750708257115,0.33333333333333337,0.579380164285695
